feature_set,k,implementation,inertia,silhouette_sample,davies_bouldin,calinski_harabasz,min_cluster_share,max_cluster_share,silhouette_sample_diff_sklearn_minus_numpy,davies_bouldin_diff_sklearn_minus_numpy,calinski_harabasz_diff_sklearn_minus_numpy,min_cluster_share_diff_sklearn_minus_numpy,max_cluster_share_diff_sklearn_minus_numpy
A_RFM_only,2,numpy_manual,343475.68871654005,0.45618703535009025,1.1226390876613246,87615.33917618859,0.20549913388062035,0.7945008661193796,-1.3211653993039363e-14,0.00022182671661252762,0.39061524531280156,8.110816933068477e-05,-8.110816933071252e-05
A_RFM_only,2,scikit-learn,343475.6983759416,0.45618703535007704,1.1228609143779371,87615.7297914339,0.20558024204995104,0.7944197579500489,-1.3211653993039363e-14,0.00022182671661252762,0.39061524531280156,8.110816933068477e-05,-8.110816933071252e-05
B_RFM_travel,3,numpy_manual,609637.6463965159,0.43759183315818106,0.9421613276998526,60307.90874603283,0.046330145009819884,0.7714893197921313,-4.884981308350689e-14,-2.7929904780177317e-05,0.0065144611726282164,-1.1586881332958932e-05,-1.1586881332958932e-05
B_RFM_travel,3,scikit-learn,609637.6193080791,0.4375918331581322,0.9421333977950724,60307.915260494,0.046318558128486925,0.7714777329107984,-4.884981308350689e-14,-2.7929904780177317e-05,0.0065144611726282164,-1.1586881332958932e-05,-1.1586881332958932e-05
B_RFM_travel,4,numpy_manual,466078.86417861487,0.42089300424254755,1.0237590789635829,70310.33318197007,0.04153317613797658,0.6248747168455874,-1.0036416142611415e-13,0.000511580784935628,0.43348107872589026,-0.00011007537266306822,-0.00041133428731987554
B_RFM_travel,4,scikit-learn,466077.67812051787,0.4208930042424472,1.0242706597485185,70310.7666630488,0.04142310076531351,0.6244633825582675,-1.0036416142611415e-13,0.000511580784935628,0.43348107872589026,-0.00011007537266306822,-0.00041133428731987554
C_RFM_purchase,3,numpy_manual,429066.57361698744,0.4198813436940171,1.0862850412640077,87289.97064797963,0.15661408153688394,0.584303251858246,-0.0001164744989172184,-0.0019706037904787532,0.6790159813826904,-0.000538789981982396,0.0005619637446483416
C_RFM_purchase,3,scikit-learn,429065.07639438706,0.41976486919509987,1.084314437473529,87290.64966396101,0.15607529155490155,0.5848652156028944,-0.0001164744989172184,-0.0019706037904787532,0.6790159813826904,-0.000538789981982396,0.0005619637446483416
