PC1,PC2,PC3,cluster
-0.19878375417128835,0.512039149544064,-0.33652662388115123,0
-1.114699330740945,0.8459481561863873,-0.21556283008888463,0
0.8384696981662342,-0.7129261338659151,-0.388041087418346,0
-2.235767062828744,-2.3981891823776333,0.7131039119299639,2
-0.2637572377528784,0.6948807274442675,-0.36083713791211813,0
1.1016109092585522,0.8204781401149792,-0.5403248763643361,0
-2.3519400468753338,-0.5913707918053336,0.5927805595603677,2
-0.5102415775293333,0.4977210561400013,-0.30059093010356,0
-0.054652418148938335,0.43102206047792485,-0.40971174998725207,0
0.2055836692311128,-1.254894391501424,-0.09297841028789937,0
-2.7902457744459257,-0.3720688247670275,0.39849539242560084,2
-0.2338482280259846,0.07491101960365153,-0.2263902423928612,0
-2.2646469590081004,-2.5815966236513574,0.8298865207542044,2
0.27294935196790554,0.8558489094289168,-0.5001484655711292,0
-0.20750701825547474,0.9510771833890848,-0.4351398091009697,0
-2.657714664294227,-0.8610595279489311,0.4747761217440798,2
0.13559048199623747,1.1206240381057497,-0.45123881047616715,0
-2.168702797208528,-0.5220694857914057,0.37983546104679444,2
-0.4968220915366998,0.932673024870444,-0.4043134248875834,0
-0.13940434560274495,0.29295112774131715,-0.30234970808437084,0
1.485080699580068,0.43649768577656306,-0.4795870660964973,0
-2.631686934451303,-0.20121174676809958,0.4325098561846735,2
-1.1293568998690684,0.11268754044432086,-0.3064586249148042,0
0.8670753489289766,0.91885300725589,-0.5469359541508458,0
-0.4398903469344942,0.29725663052794316,-0.2736956240139753,0
2.6541548017946797,2.051827566676,-0.7553392714297966,0
0.20387868171233006,0.6581918224091242,-0.4358097222642243,0
-0.05640364083120868,-0.3352354580356319,-0.34708674152035623,0
-0.8721209654638149,-1.3135332748105364,0.262264039736143,2
0.35108638369642325,-1.1326974803335341,-0.1608390730756425,0
-2.330233947365282,-0.7550468984968003,0.4775589491475096,2
0.28186635968358964,-0.06882637013108342,-0.33421505749170777,0
1.2363443925909556,-4.03356132806194,0.21527006956223893,0
-2.144642623797757,-0.02416726345282041,0.34147930985846775,2
-2.2079816114985644,0.13521156274251353,0.3863089297538128,2
0.6499500749629163,0.05335859403315524,-0.3801263874827239,0
-2.5180740347082495,-0.9001998628202239,0.44563097325037937,2
-3.0761236180102878,0.27212779433448786,0.5277946717187393,2
-0.9790081658191447,0.30481878924423894,-0.1281514284307423,0
0.45504955208463066,0.8259398264223599,-0.5046053409126393,0
2.1762816821658975,-3.862098874147391,-0.22704513799518614,0
0.4619765948742895,-0.6330097078180594,-0.42020514956277183,0
-1.9476023791734642,-0.5869911807637777,0.41712112166795756,2
0.5875920625562558,0.5913512610928043,0.04249275779335137,0
-0.4392984344534873,1.1061950683753157,-0.3631562307768861,0
0.6877479466687296,-1.3214105854428368,-0.20940144673626385,0
0.43787162058534296,-0.04291589239123939,-0.266159448524828,0
-3.284804458498783,-0.377965604179744,0.6515981607408037,2
0.7643102136877991,0.8486558883747916,-0.5604377517110247,0
1.4158280829690029,-0.038631516190327064,4.999234849705671,1
0.7292282170633206,-0.7560077758800422,-0.4007329325831513,0
0.3448998856887312,0.5605313069641394,-0.4134585165679724,0
-1.9828711920770892,0.011317046333929248,0.2891215006469815,2
-0.20174386374287123,0.9762120759500418,-0.2955526089786265,0
0.16249296432321195,-0.2035324659858828,-0.22627229485599157,0
0.6958674090648396,0.11088455468305108,-0.4443155397302233,0
0.4135422152594806,-0.533959190684647,-0.33815260302477984,0
0.5659579128426184,0.9749774858398014,-0.38836441236714864,0
-0.3276477001143091,-0.5467983360923933,-0.06286257165646224,0
3.8166918350183425,1.8034542995889582,4.273016502198799,1
2.85971712665937,1.826614936300172,-0.8121362309416358,0
-0.1370918095317662,0.5367361156729391,-0.4115082626221661,0
0.7076559927549423,-4.529542696893328,0.4441265406624656,0
1.0543255178434254,1.441605504704443,4.558091252333488,1
-2.192107314042336,0.25607608073699517,0.354168486488747,2
-0.07283090896721399,-0.05893623685824431,-0.23958899128048564,0
0.30560145415687207,0.9765062434092101,-0.43422401511282716,0
-0.23254998346011596,0.5674239617411309,-0.2234068450535686,0
-3.1306236502293534,-0.13155228087914175,0.4361561753186909,2
0.41775315209974767,0.3064343796466086,-0.457663524289233,0
0.3077762855236465,0.8574340524706472,-0.43773471586026014,0
-2.404107326613725,-0.2897328110715554,0.3906998449435273,2
1.3329992653991691,-1.8192683793282263,-0.356515849871598,0
1.0617042738998166,-0.5339213772696951,-0.3236359103409262,0
0.31498885310014385,0.6284683514589925,-0.5036696360178214,0
-2.141960869659935,-1.0683764234494033,0.4982021976510673,2
-2.360469453728909,-0.2924369506738094,0.37940029693623034,2
0.27505199210614906,0.3740077872299366,-0.434223002357252,0
-0.9334439478674361,0.1367037032796177,-0.10192610086648878,0
0.5183518226019992,-0.10271481021812742,-0.34668292530603534,0
2.5428999312553984,1.119152627006729,4.507743174965699,1
-0.079884040899643,0.7408055515061576,-0.37729189317999223,0
1.1833007379748608,-0.5083735734144909,-0.48495930372962076,0
1.607601828538908,2.1251883065757067,4.424048564396873,1
-0.7327897341475944,0.33598996093730327,-0.20258746336483796,0
0.29950023579578866,0.6856156118894144,-0.5125843959014342,0
-2.568693636459946,0.09828891318978714,0.42915771040756423,2
1.897436245508131,-1.2702560788493613,-0.37477572800011727,0
0.21076040565104195,-2.9431734439130413,0.31389291145246634,0
-1.1738053680414615,-0.08967845414676293,-0.24776328406731504,0
0.22002038336150206,1.0533640317535307,-0.4927134386490951,0
-0.012414395655409185,0.5487964689099839,-0.3515544225327157,0
-0.1800384135706663,0.6951931759376485,-0.4362269741314068,0
-2.6192570884410604,-0.024134616976491798,0.3883792648753783,2
1.3382954430484955,1.7173708991528691,4.499829662407213,1
0.30804409344339406,0.25227915450451843,-0.41523378881430667,0
0.07068100138752344,0.47239786297348596,-0.4010237156892343,0
-0.08312667499638325,0.7527696701595944,-0.3791582511508052,0
-2.9710045665686615,-1.146279473137892,0.6259770766063031,2
0.46546830213479823,0.7983610358218217,-0.5395189894023442,0
-2.8701453509432846,-0.031110569285631075,0.4585252005640207,2
-0.2692992998609278,0.2963760878705889,-0.38428682363800626,0
-0.04690115237446112,0.5841766853697972,-0.39461457311629566,0
0.30680541885691187,-0.05126799879468328,-0.3450673892853857,0
0.3185068910568637,0.2136753070274673,-0.4092117323193934,0
0.5619591619901021,-0.5752518519994638,-0.2942366111774301,0
-0.019245840740140425,0.357666201417741,-0.40250983206294866,0
0.2613123793520409,1.1161144074164162,-0.4845478925324935,0
0.3980285914494711,-1.3852386645097516,0.3345615802863968,0
1.0190542291557227,0.5758245689029504,-0.48451578314900895,0
-1.6646901253950765,-0.4150348092115287,0.36446361413428174,2
0.29825369676747493,0.2884020915983652,-0.42086883252518703,0
-0.06293869543315238,0.2741887544630169,-0.3189235736004602,0
0.6603538491548219,0.6424043809148563,-0.48459138248642886,0
1.118141688272562,1.0706992452771498,-0.5252332572201966,0
0.7987819555565346,0.7437070302554869,-0.5154048653862324,0
-0.14384553787949095,0.9767997822112583,-0.4141061146283739,0
1.8556948555206256,0.6905678947976464,-0.5784979754030142,0
0.1172060711379864,0.7032587804215283,-0.46684134513980097,0
0.5713072300866431,-0.15798627444095295,-0.39277824047665766,0
0.14495316059822344,0.11532863499981297,-0.29483134655854826,0
-0.44575291562562086,0.2663269604033888,-0.21253246859306937,0
-3.098610021359081,-0.2467737982318607,0.5705515743311028,2
-4.390421876225551,0.15663953888770152,0.8306656992227209,2
1.7685168936116935,-0.8724582547297174,-0.44444706483414625,0
2.499252166909512,-4.247570133296067,-0.19519275420311988,0
1.3814273300069713,-1.820375218735729,-0.28161625857639316,0
0.27055939950719526,0.19321618075826105,-0.39140634328284335,0
-0.29870364538466415,0.8238200264661232,-0.38095118855398025,0
1.3532388458831042,0.8069526897443096,-0.5846389028557244,0
-0.6067769030341068,0.9601566919345949,-0.38059676567306117,0
-3.7697768262902795,-0.010862363354624116,0.6996412928875468,2
1.0044126778857507,0.9268372441199486,-0.5862923931831894,0
-1.9871495342387056,0.20826840468493132,0.3091729149896969,2
0.6170425856790448,-0.32673279490550117,-0.3664544114810725,0
-0.6283163759058955,-4.294562456903099,0.7075913009570279,2
1.1668279152574617,-0.02212111517087469,-0.41236484985885363,0
-0.37398751544305725,1.0817136888757197,-0.3753670893582914,0
1.200535392091468,1.5856124939879186,4.485020206318671,1
2.1509750493384603,0.9724811593700814,4.513354173189995,1
-1.0085332605329715,0.15522297933397652,0.22310556078953603,2
-0.12093554540822325,0.8922703965025418,-0.4009198451374685,0
0.019786895249406338,0.6046695097262006,-0.4175475229813174,0
-0.8126327832102713,0.8283735521050367,-0.2415962853531171,0
0.13019589804426615,0.2616464939840826,-0.4212480520830356,0
0.2252485180973954,-0.43435315614862413,-0.28710807367131064,0
0.578590768494066,-1.054055261962479,-0.18863630933238798,0
-2.4084673882525163,-0.11534235207644813,0.3517741988295252,2
-0.12714048804549616,0.9600235631984769,-0.4148106331131392,0
-0.20559903648853722,0.9440374374395857,-0.43404163493988585,0
0.007542914138690858,0.6580773532202236,-0.4789349562672224,0
-2.7267505877271376,0.05327753073779992,0.3999379582096272,2
0.6928739829564021,1.6445260998007374,-0.3776699593601379,0
0.8429846273903161,0.2091546961017329,-0.46870162627503964,0
0.2819778147827266,0.7502668546264524,-0.5226697490896168,0
-0.12586197203553545,0.9104470858693333,-0.4037553410118727,0
0.3739566254032932,0.6831405806566752,-0.48801322259056695,0
-0.41964071755353777,0.22254299914861742,-0.26204057565710115,0
-0.2834556463979664,1.083174809758224,-0.36202444214247775,0
-0.5757042249037986,0.35071788722471364,0.16566699144064606,2
0.1357756053596114,0.831012263747487,-0.5013028490238357,0
0.48433154197546463,1.2582775717205312,-0.49542423202679525,0
0.2665202370390236,0.6954242669612374,-0.38919506933771625,0
-0.4450559719093727,0.6306382810472945,-0.348975535934662,0
2.2157671321725507,1.9317967734806325,4.37176168766911,1
0.3283443621988578,0.547604863639947,-0.4059620459981093,0
-0.377437768871363,0.09177879193977237,-0.30767846313631,0
-0.3910625040088293,0.8349577340285258,-0.31393855252707265,0
0.6289357102165501,0.8377085302798287,-0.5548172825560386,0
0.19137596297278786,0.9147962778248596,-0.4191304461124898,0
-0.31549942219415855,0.9769323226349732,-0.4115846413946531,0
-0.6091637389664876,0.3319022672637623,-0.38236471140075023,0
-3.5569580133735363,-1.2247737643048084,0.8041129179795897,2
0.80160798889437,-0.3234279665541473,-0.467570862923831,0
1.886418590176183,-1.3336247118190963,-0.46119833217964185,0
0.4569630496936244,1.3592571701756193,-0.511176673466517,0
-0.8374188146967347,0.8239065665117002,-0.35043307249328864,0
-0.1864051552712283,0.46636670498656607,-0.3294018925561311,0
-0.6136119465214485,1.0234137548001903,-0.340834656244154,0
-4.18029566390811,-0.19662739108369967,0.7378902335522248,2
1.4266868819290786,-1.180069854732183,-0.39693391353562246,0
2.8571671083709353,2.1140932025093075,-0.7984351013794215,0
-0.8095694026182911,0.8170708124835871,-0.23983310004916195,0
1.8238588572503196,-0.9442087686747541,-0.4046491360816629,0
-3.3659624237763768,-0.07852277551500378,0.6048861942123978,2
